Animal_short,fracgaspasture,fracgasdaily,fracgassolid,fracgassolidcov,fracgassolidbulk,fracgassolidadd,fracgasdrylot,fracgaspit1,fracgaspit3,fracgaspit4,fracgaspit6,fracgaspit12,fracgasliquid1,fracgasliquid3,fracgasliquid4,fracgasliquid6,fracgasliquid12,fracgasliquidnatcov1,fracgasliquidnatcov3,fracgasliquidnatcov4,fracgasliquidnatcov6,fracgasliquidnatcov12,fracgasliquidsolcov1,fracgasliquidsolcov3,fracgasliquidsolcov4,fracgasliquidsolcov6,fracgasliquidsolcov12,fracgaslagoon,fracgasbiogaslowleak1,fracgasbiogaslowleak2,fracgasbiogaslowleak3,fracgasbiogashighleak1,fracgasbiogashighleak2,fracgasbiogashighleak3,fracgasburned,fracgasdeepnomix2,fracgasdeepnomix1,fracgasdeepmix2,fracgasdeepmix1,fracgascompostves,fracgascompoststat,fracgascompostint,fracgascompostpass,fracgaslitter,fracgasnolitter,fracgasareobic,fracgasaerproc,HerdType_short,ADM0_CODE
CTL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,11
BFL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,11
GTS,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,11
SHP,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,11
CML,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,11
PGS,0.21,0.07,0.45,0.22,0.58,0.17,0.45,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,12
CTL,0.21,0.07,0.3,0.14,0.38,0.11,0.3,0.28,0.28,0.28,0.28,0.28,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.45,0.5,0.5,0.45,0,0,0.85,0.85,DRY,12
CHK,0.21,0.07,0.4,0.2,0.54,0.16,0,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.08,0.08,0.08,0.08,0.08,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.3,0.3,0.3,0.3,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,12
CTL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,12
BFL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,12
GTS,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,12
SHP,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,12
CML,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,12
PGS,0.21,0.07,0.45,0.22,0.58,0.17,0.45,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,13
CTL,0.21,0.07,0.3,0.14,0.38,0.11,0.3,0.28,0.28,0.28,0.28,0.28,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.45,0.5,0.5,0.45,0,0,0.85,0.85,DRY,13
CHK,0.21,0.07,0.4,0.2,0.54,0.16,0,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.08,0.08,0.08,0.08,0.08,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.3,0.3,0.3,0.3,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,13
CTL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,13
BFL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,13
GTS,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,13
SHP,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,13
CML,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,13
PGS,0.21,0.07,0.45,0.22,0.58,0.17,0.45,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,14
CTL,0.21,0.07,0.3,0.14,0.38,0.11,0.3,0.28,0.28,0.28,0.28,0.28,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.45,0.5,0.5,0.45,0,0,0.85,0.85,DRY,14
CHK,0.21,0.07,0.4,0.2,0.54,0.16,0,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.08,0.08,0.08,0.08,0.08,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.3,0.3,0.3,0.3,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,14
CTL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,14
BFL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,14
GTS,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,14
SHP,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,14
CML,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,14
PGS,0.21,0.07,0.45,0.22,0.58,0.17,0.45,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,15
CTL,0.21,0.07,0.3,0.14,0.38,0.11,0.3,0.28,0.28,0.28,0.28,0.28,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.45,0.5,0.5,0.45,0,0,0.85,0.85,DRY,15
CHK,0.21,0.07,0.4,0.2,0.54,0.16,0,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.08,0.08,0.08,0.08,0.08,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.3,0.3,0.3,0.3,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,15
CTL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,15
BFL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,15
GTS,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,15
SHP,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,15
CML,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,15
PGS,0.21,0.07,0.45,0.22,0.58,0.17,0.45,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,16
CTL,0.21,0.07,0.3,0.14,0.38,0.11,0.3,0.28,0.28,0.28,0.28,0.28,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.45,0.5,0.5,0.45,0,0,0.85,0.85,DRY,16
CHK,0.21,0.07,0.4,0.2,0.54,0.16,0,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.08,0.08,0.08,0.08,0.08,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.3,0.3,0.3,0.3,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,16
CTL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,16
BFL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,16
GTS,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,16
SHP,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,16
CML,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,16
PGS,0.21,0.07,0.45,0.22,0.58,0.17,0.45,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,17
CTL,0.21,0.07,0.3,0.14,0.38,0.11,0.3,0.28,0.28,0.28,0.28,0.28,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.45,0.5,0.5,0.45,0,0,0.85,0.85,DRY,17
CHK,0.21,0.07,0.4,0.2,0.54,0.16,0,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.08,0.08,0.08,0.08,0.08,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.3,0.3,0.3,0.3,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,17
CTL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,17
BFL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,17
GTS,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,17
SHP,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,17
CML,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,17
PGS,0.21,0.07,0.45,0.22,0.58,0.17,0.45,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,18
CTL,0.21,0.07,0.3,0.14,0.38,0.11,0.3,0.28,0.28,0.28,0.28,0.28,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.45,0.5,0.5,0.45,0,0,0.85,0.85,DRY,18
CHK,0.21,0.07,0.4,0.2,0.54,0.16,0,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.08,0.08,0.08,0.08,0.08,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.3,0.3,0.3,0.3,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,18
CTL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,18
BFL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,18
GTS,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,18
SHP,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,18
CML,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,18
PGS,0.21,0.07,0.45,0.22,0.58,0.17,0.45,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,19
CTL,0.21,0.07,0.3,0.14,0.38,0.11,0.3,0.28,0.28,0.28,0.28,0.28,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.45,0.5,0.5,0.45,0,0,0.85,0.85,DRY,19
CHK,0.21,0.07,0.4,0.2,0.54,0.16,0,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.08,0.08,0.08,0.08,0.08,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.3,0.3,0.3,0.3,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,19
CTL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,19
BFL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,19
GTS,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,19
SHP,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,19
CML,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,19
